Timestamp,Hour,Device,Selected Entity,Selected Hour,Bandwidth,Delay,Loss,Rating,Device CPU,Device BW,Device Delay,Device Loss,Device Self Processing,Cloud CPU Usage,Cloud BW,Cloud Latency,Network Activity
0.00011563301086425781,0,device1,cloud7,0,1.2,61.609,0.0,2.78,0.15331167558516806,70.66607490665257,9.518795847718627,4.024398055089653,0.20353065476847748,0.5603025261912751,645.1946259039948,19.704681281174356,0.2
0.00011563301086425781,0,device2,cloud2,0,8.34,83.848,0.0,2.41,0.22686539514015336,58.65781489144146,22.764421601637288,0.5375802787902917,0.12547054078727224,0.5831810641902635,627.2833154024662,17.956725533232976,0.2
0.00011563301086425781,0,device3,cloud2,0,3.81,131.662,0.0,1.4,0.2327746495551645,39.64701498722409,46.346847691679145,3.0572241253905315,0.14221099315494304,0.5831810641902635,627.2833154024662,17.956725533232976,0.2
0.00011563301086425781,0,device4,cloud4,0,1.22,137.592,0.0,1.26,0.3783141672175063,21.285303507954907,48.07335094534069,2.608440543752819,0.22614224636376878,0.7406761465135387,595.8440787982345,19.662594696062342,0.2
0.00011563301086425781,0,device5,cloud1,0,3.76,92.902,0.0,2.18,0.38365474953363343,53.86887551030294,22.000462737074038,3.8282789052025485,0.17505490873049231,0.6362882185192487,614.0223083213511,23.131320925663317,0.2
0.00011563301086425781,0,device6,cloud3,0,1.34,106.171,0.0,1.89,0.40362060545579337,75.0895674114016,30.436321919419942,2.661183439367604,0.16330572403641025,0.7946156126813224,611.2027067697585,21.332563373730256,0.2
0.00011563301086425781,0,device7,cloud2,0,3.4,119.095,0.0,1.65,0.21036585436028715,70.14218721648425,40.269790599323244,1.4802576498004032,0.29106611641848135,0.5831810641902635,627.2833154024662,17.956725533232976,0.2
0.00011563301086425781,0,device8,cloud5,0,2.42,107.976,0.0,1.86,0.2851573919171556,13.450085850377347,28.081285950354033,3.4617585994945372,0.20725546586520127,0.785638936512573,517.8222614038962,24.474652137827064,0.2
0.00011563301086425781,0,device9,cloud7,0,1.41,90.011,0.0,2.21,0.3306552709826762,70.6669941484271,23.88994237180618,4.570831009661848,0.1916780132551914,0.5603025261912751,645.1946259039948,19.704681281174356,0.2
0.00011563301086425781,0,device10,cloud4,0,7.51,109.095,0.0,1.89,0.1370022821370634,66.618912063133,33.2680031608103,1.6596807108174465,0.22207693576477305,0.7406761465135387,595.8440787982345,19.662594696062342,0.2
0.00011563301086425781,0,device11,cloud4,0,9.93,50.5,0.0,3.09,0.33654322091340366,14.71574711974895,4.257590767460306,0.7281193285229021,0.2081477827591813,0.7406761465135387,595.8440787982345,19.662594696062342,0.2
0.00011563301086425781,0,device12,cloud7,0,2.5,71.514,0.0,2.59,0.20856759459340482,27.462011357818383,14.607286319602482,4.321984527504003,0.23009281350613975,0.5603025261912751,645.1946259039948,19.704681281174356,0.2
0.00011563301086425781,0,device13,cloud2,0,3.36,102.801,0.0,1.98,0.30668959088825043,31.372338383038944,31.836324571363022,2.2912238215914544,0.2386101371259879,0.5831810641902635,627.2833154024662,17.956725533232976,0.2
0.00011563301086425781,0,device14,cloud3,0,17.1,119.569,0.0,1.78,0.4473401494730773,82.25670316245072,36.93620373645412,1.6964076213264911,0.2212111183365439,0.7946156126813224,611.2027067697585,21.332563373730256,0.2
0.00011563301086425781,0,device15,cloud1,0,1.59,88.982,0.0,2.24,0.37283888568131807,27.035864545220644,19.97146305527845,3.9853985369393414,0.1781930764257505,0.6362882185192487,614.0223083213511,23.131320925663317,0.2
0.00011563301086425781,0,device16,cloud2,0,2.28,57.617,0.0,2.87,0.4331272099036112,68.51773029466872,9.562532466615773,1.665049792417097,0.13668814200517226,0.5831810641902635,627.2833154024662,17.956725533232976,0.2
0.00011563301086425781,0,device17,cloud4,0,4.24,101.849,0.0,2.01,0.17450882861530614,69.9123053715808,29.671533407724336,2.9052673456537508,0.1260840658469644,0.7406761465135387,595.8440787982345,19.662594696062342,0.2
0.00011563301086425781,0,device18,cloud7,0,5.3,101.62,0.0,2.02,0.27826112093418653,84.91883685422286,30.145544026514923,1.374142437800695,0.20578270639831706,0.5603025261912751,645.1946259039948,19.704681281174356,0.2
0.00011563301086425781,0,device19,cloud2,0,4.33,124.815,0.0,1.55,0.4773449630524954,48.764674556299994,43.25251927721427,2.179153268487944,0.2996512850719333,0.5831810641902635,627.2833154024662,17.956725533232976,0.2
0.00011563301086425781,0,device20,cloud3,0,1.19,133.568,0.0,1.34,0.1586530902730104,86.05871256726667,43.693424943597044,3.5930972901502747,0.2847823637854566,0.7946156126813224,611.2027067697585,21.332563373730256,0.2
0.00011563301086425781,0,device21,cloud4,0,2.77,60.423,0.0,2.82,0.42430676478186513,84.90991228893174,8.916744058718683,3.501570701893899,0.14819022778954394,0.7406761465135387,595.8440787982345,19.662594696062342,0.2
0.00011563301086425781,0,device22,cloud3,0,9.41,50.548,0.0,3.08,0.3003206410007373,51.454601268507886,2.457221999498234,0.7668117572709771,0.17809817957362967,0.7946156126813224,611.2027067697585,21.332563373730256,0.2
0.00011563301086425781,0,device23,cloud4,0,1.46,110.959,0.0,1.8,0.369737359742616,69.14922336927077,34.38288511539217,3.346318603041165,0.2244781535409746,0.7406761465135387,595.8440787982345,19.662594696062342,0.2
0.00011563301086425781,0,device24,cloud2,0,1.04,134.775,0.0,1.31,0.48948455566228,55.71567013163522,48.23257494752022,4.7080527581084555,0.263346239250945,0.5831810641902635,627.2833154024662,17.956725533232976,0.2
